,grade,year,points,p1,p2,p3,p4,p5,p6,p7,p8,status,status_eng,region,region_eng,region_id,school
0,9,2009,54,7,7,7,5,7,7,7,7,победитель,winner,Ульяновская область,Ulyanovsk region,73.0,МОУ Гимназия №79
1,9,2009,45,7,7,0,7,6,7,5,6,победитель,winner,Ростовская область,Rostov region,61.0,МОУ Экономический Лицей №14
2,9,2009,43,7,0,7,7,7,7,7,1,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
3,9,2009,43,7,7,7,3,5,7,7,0,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
4,9,2009,42,7,7,7,0,7,7,7,0,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический Лицей №30
5,9,2009,36,7,7,7,5,0,7,3,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"""
6,9,2009,35,7,7,0,0,7,7,7,0,призер,prize-winner,Краснодарский край,Krasnodar region,23.0,"НОУ ВПО ""Институт современных технологий и экономики"""
7,9,2009,34,7,7,0,0,6,7,7,0,призер,prize-winner,Московская область,Moscow region,50.0,МОУ Физико-математический Лицей №5
8,9,2009,31,7,7,0,0,0,7,7,3,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"""
9,9,2009,28,7,7,0,0,0,7,7,0,призер,prize-winner,Ульяновская область,Ulyanovsk region,73.0,МОУ многопрофильный Лицей №20
10,9,2009,28,7,7,0,0,0,7,7,0,призер,prize-winner,Краснодарский край,Krasnodar region,23.0,МОУ СОШ №2
11,9,2009,26,7,0,0,0,7,7,5,0,призер,prize-winner,Саратовская область,Saratov region,64.0,МОУ Физико-технический лицей №1
12,9,2009,26,7,0,0,5,0,7,7,0,призер,prize-winner,Самарская область,Samara Region,63.0,МОУ Гимназия №1
13,9,2009,22,7,7,0,0,2,0,6,0,похвальная грамота,honourable mention,Республика Татарстан,Republic of Tatarstan,16.0,МОШИ Лицей-интернат №24
14,9,2009,22,7,7,0,0,0,7,1,0,похвальная грамота,honourable mention,Кировская область,Kirov region,43.0,МОУ Кировский Физико-математический лицей
15,9,2009,21,7,0,0,0,0,7,7,0,похвальная грамота,honourable mention,Москва,Moscow,77.0,ГОУ Гимназия №1543
16,9,2009,21,7,0,0,0,0,7,7,0,похвальная грамота,honourable mention,Республика Башкортостан,Republic of Bashkortostan,2.0,МБОУ Башкирский лицей-интернат №3
17,9,2009,21,7,7,0,0,0,0,7,0,похвальная грамота,honourable mention,Челябинская область,Chelyabinsk region,74.0,МОУ СОШ №5 с углубленным изучением математики
18,9,2009,20,7,0,0,0,0,7,6,0,похвальная грамота,honourable mention,Ленинградская область,Leningrad region,47.0,МОУ Сиверская Гимназия
19,9,2009,19,7,0,0,0,7,5,0,0,похвальная грамота,honourable mention,Республика Калмыкия,Republic of Kalmykia,8.0,МОУ ЦО ОД Республики Калмыкия «Элистинский лицей»
20,9,2009,19,7,0,0,0,0,7,5,0,похвальная грамота,honourable mention,Ярославская область,Yaroslavl region,76.0,МОУ СОШ №58 с углубленным изучением предметов естественно-математического цикла
21,9,2009,19,7,0,0,0,0,7,5,0,похвальная грамота,honourable mention,Алтайский край,Altai region,22.0,МОУ Гимназия №42
22,9,2009,19,7,0,0,0,7,0,5,0,похвальная грамота,honourable mention,Костромская область,Kostroma region,44.0,МОУ Лицей №17
23,9,2009,18,7,0,0,0,0,7,4,0,похвальная грамота,honourable mention,Рязанская область,Ryazan Oblast,62.0,"ТО ГОУ ОШИ ""Мичуринский лицей-интернат"""
24,9,2009,18,7,0,0,0,0,7,4,0,похвальная грамота,honourable mention,Калужская область,Kaluga region,40.0,МОУ Гимназия
25,9,2009,18,4,0,0,0,0,7,7,0,похвальная грамота,honourable mention,Томская область,Tomsk region,70.0,МОУ Гимназия №2
26,9,2009,18,4,0,0,0,0,7,7,0,похвальная грамота,honourable mention,Нижегородская область,Nizhny Novgorod Region,52.0,"МОУ Лицей №165 имени 65-летия ""ГАЗ"""
27,9,2009,17,7,0,0,0,0,3,7,0,участник,participant,Курганская область,Kurgan region,45.0,МОУ Лицей №12
28,9,2009,15,7,0,0,0,0,7,1,0,участник,participant,Архангельская область,Arkhangelsk region,29.0,МОУ Лицей №17
29,9,2009,14,7,0,0,0,0,7,0,0,участник,participant,Ханты-Мансийский АО,Khanty-Mansiysk,86.0,МОУ Гимназия
30,9,2009,14,7,0,0,0,0,7,0,0,участник,participant,Новосибирская область,Novosibirsk region,54.0,МБОУ Гимназия №3 в Академгородке
31,9,2009,14,7,0,0,0,0,7,0,0,участник,participant,Хабаровский край,Khabarovsk region,27.0,МОУ Математический лицей
32,9,2009,14,7,7,0,0,0,0,0,0,участник,participant,Республика Адыгея,Republic of Adygea,1.0,МОУ Гимназия №22
33,9,2009,13,7,5,0,0,0,0,0,1,участник,participant,Республика Чувашия,Chuvash Republic,21.0,МОУ Гимназия №1
34,9,2009,13,7,0,0,0,0,0,6,0,участник,participant,Красноярский край,Krasnoyarsk region,24.0,МОУ СОШ №7 с углубленным изучением отдельных предметов
35,9,2009,12,7,0,0,0,0,5,0,0,участник,participant,Мурманская область,Murmansk region,51.0,МОУ Мурманский политехнический лицей
36,9,2009,12,7,0,0,0,0,0,5,0,участник,participant,Вологодская область,Vologda Region,35.0,ГОУ Вологодский многопрофильный лицей
37,9,2009,12,7,0,0,0,0,0,5,0,участник,participant,Пермский край,Perm,59.0,МОУ СОШ №9 им.А.С.Пушкина с углубленным изучением предметов физико-математического циклов
38,9,2009,12,7,0,0,0,0,0,5,0,участник,participant,Кемеровская область,Kemerovo region,42.0,МОУ Гимназия №20
39,9,2009,11,7,0,0,0,0,0,4,0,участник,participant,Республика Коми,Komi Republic,11.0,МОУ Лицей народной дипломатии
40,9,2009,11,0,0,0,0,0,7,4,0,участник,participant,Ставропольский край,Stavropol region,26.0,МОУ Лицей №14
41,9,2009,10,7,0,0,0,2,0,1,0,участник,participant,Воронежская область,Voronezh region,36.0,МОУ гимназия №9
42,9,2009,10,7,0,0,0,0,0,3,0,участник,participant,Астраханская область,Astrakhan region,30.0,МОУ СОШ №32
43,9,2009,9,7,0,0,0,1,0,1,0,участник,participant,Иркутская область,Irkutsk region,38.0,НОУ Лицей №36 ОАО РЖД
44,9,2009,8,0,0,0,0,5,0,3,0,участник,participant,Республика Карелия,The Republic of Karelia,10.0,МОУ Лицей №1
45,9,2009,7,7,0,0,0,0,0,0,0,участник,participant,Ивановская область,Ivanovo region,37.0,МОУ Лицей №33
46,9,2009,7,7,0,0,0,0,0,0,0,участник,participant,Удмуртская Республика,Udmurt republic,18.0,МОУ Экономическо-математический лицей №29
47,9,2009,7,7,0,0,0,0,0,0,0,участник,participant,Брянская область,Bryansk region,32.0,МОУ Гимназия №3
48,9,2009,7,7,0,0,0,0,0,0,0,участник,participant,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,ГНОУ лицей-интернат «Республиканский лицей»
49,9,2009,6,3,0,0,0,0,0,3,0,участник,participant,Пензенская область,Penza region,58.0,МОУ финансово-экономический лицей №29
50,9,2009,5,0,0,0,0,0,0,5,0,участник,participant,Ивановская область,Ivanovo region,37.0,МОУ Лицей №33
51,9,2009,5,0,0,0,1,0,0,4,0,участник,participant,Сахалинская область,Sakhalin region,65.0,МОУ СОШ №17 с углубленным изучением математики
52,9,2009,5,4,0,0,0,0,0,1,0,участник,participant,Иркутская область,Irkutsk region,38.0,МОУ СОШ №11 с углубленным изучением отдельных предметов
53,9,2009,2,0,0,0,0,0,2,0,0,участник,participant,Липецкая область,Lipetsk region,48.0,МОУ Гимназия №19 им.Н.З.Поповичевой
54,9,2009,1,0,0,0,0,0,0,1,0,участник,participant,Республика Калмыкия,Republic of Kalmykia,8.0,МОУ Луховский Лицей
55,9,2009,0,0,0,0,0,0,0,0,0,участник,participant,Кабардино-Балкарская Республика,Kabardino-Balkar Republic,7.0,МОУ СОШ им.Р.А.Батчаевой
56,9,2009,0,0,0,0,0,0,0,0,0,участник,participant,Оренбургская область,Orenburg region,56.0,МОУ Гимназия №1
57,9,2009,0,0,0,0,0,0,0,0,0,участник,participant,Республика Ингушетия,The Republic of Ingushetia,6.0,"ГОУ Гимназия ""Марем"""
58,9,2009,0,0,0,0,0,0,0,0,0,участник,participant,Свердловская область,Sverdlovsk region,66.0,МОУ Гимназия №9
59,9,2009,0,0,0,0,0,0,0,0,0,участник,participant,Амурская область,Amurskaya Oblast,28.0,МОУ Гимназия №1
60,10,2009,49,2,6,7,7,7,7,6,7,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
61,10,2009,49,7,7,7,7,7,7,7,0,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
62,10,2009,49,7,7,7,7,7,7,7,0,победитель,winner,Иркутская область,Irkutsk region,38.0,МОУ Лицей №2
63,10,2009,47,7,6,7,7,7,7,6,0,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
64,10,2009,44,7,7,7,3,6,7,7,0,победитель,winner,Республика Татарстан,Republic of Tatarstan,16.0,МОШИ Лицей-интернат №24
65,10,2009,42,7,7,7,7,7,7,0,0,призер,prize-winner,Новосибирская область,Novosibirsk region,54.0,МБОУ Гимназия №1
66,10,2009,41,7,7,0,7,7,7,6,0,призер,prize-winner,Краснодарский край,Krasnodar region,23.0,МОУ Лицей №64
67,10,2009,41,7,7,0,7,7,6,7,0,призер,prize-winner,Саратовская область,Saratov region,64.0,МОУ Физико-технический лицей №1
68,10,2009,40,7,7,6,0,6,7,0,7,призер,prize-winner,Курганская область,Kurgan region,45.0,МОУ СОШ №38
69,10,2009,39,7,5,7,0,7,6,7,0,призер,prize-winner,Иркутская область,Irkutsk region,38.0,МОУ СОШ №11 с углубленным изучением отдельных предметов
70,10,2009,39,5,7,6,7,7,7,0,0,призер,prize-winner,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
71,10,2009,39,7,6,6,0,7,7,6,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"""
72,10,2009,37,5,6,6,7,7,6,0,0,призер,prize-winner,Новосибирская область,Novosibirsk region,54.0,МБОУ Гимназия №1
73,10,2009,36,6,6,7,0,7,7,3,0,призер,prize-winner,Самарская область,Samara Region,63.0,МОУ Лицей №51
74,10,2009,35,6,6,3,0,7,6,7,0,призер,prize-winner,Московская область,Moscow region,50.0,МОУ Физико-математический Лицей №5
75,10,2009,34,7,7,7,3,7,3,0,0,призер,prize-winner,Курганская область,Kurgan region,45.0,МОУ СОШ №38
76,10,2009,34,7,7,6,0,7,7,0,0,призер,prize-winner,Удмуртская Республика,Udmurt republic,18.0,МОУ ИЕГЛ Школа №30
77,10,2009,32,4,0,7,0,6,7,3,5,призер,prize-winner,Свердловская область,Sverdlovsk region,66.0,МОУ Гимназия №9
78,10,2009,31,7,7,6,0,7,4,0,0,призер,prize-winner,Удмуртская Республика,Udmurt republic,18.0,МОУ Экономическо-математический лицей №29
79,10,2009,31,7,7,0,3,7,0,7,0,призер,prize-winner,Республика Татарстан,Republic of Tatarstan,16.0,МОШИ Лицей-интернат №24
80,10,2009,31,2,6,7,7,2,7,0,0,призер,prize-winner,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,ГНОУ лицей-интернат «Республиканский лицей»
81,10,2009,30,6,7,0,3,7,7,0,0,призер,prize-winner,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
82,10,2009,29,6,0,4,7,7,5,0,0,призер,prize-winner,Ярославская область,Yaroslavl region,76.0,МОУ СОШ №33 им.К.Маркса с углубленным изучением математики
83,10,2009,28,7,7,0,0,7,7,0,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"""
84,10,2009,28,7,7,0,7,7,0,0,0,призер,prize-winner,Курганская область,Kurgan region,45.0,МОУ Гимназия №47
85,10,2009,27,7,7,6,0,6,1,0,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,"ГОУ Лицей ""Физико-техническая школа"" при Физико-техническом институте им.А.Ф.Иоффе"
86,10,2009,27,7,7,5,0,7,1,0,0,призер,prize-winner,Костромская область,Kostroma region,44.0,МОУ Лицей №17
87,10,2009,27,7,7,7,0,0,0,6,0,призер,prize-winner,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
88,10,2009,27,0,7,7,7,2,4,0,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Центр образования ""Пятьдесят седьмая школа"""
89,10,2009,25,7,7,7,3,0,1,0,0,призер,prize-winner,Московская область,Moscow region,50.0,МОУ Физико-математический Лицей №5
90,10,2009,25,7,7,4,0,7,0,0,0,призер,prize-winner,Томская область,Tomsk region,70.0,МОУ СОШ №41
91,10,2009,24,6,0,5,0,7,6,0,0,призер,prize-winner,Ульяновская область,Ulyanovsk region,73.0,МОУ СОШ №21
92,10,2009,24,7,6,0,0,7,4,0,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Центр образования ""Пятьдесят седьмая школа"""
93,10,2009,23,2,7,5,0,7,2,0,0,похвальная грамота,honourable mention,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Гимназия №26
94,10,2009,21,4,6,4,0,7,0,0,0,похвальная грамота,honourable mention,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Гимназия №26
95,10,2009,20,7,0,0,0,7,6,0,0,похвальная грамота,honourable mention,Челябинская область,Chelyabinsk region,74.0,МОУ СОШ №5 с углубленным изучением математики
96,10,2009,20,7,0,5,0,7,1,0,0,похвальная грамота,honourable mention,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"""
97,10,2009,20,6,0,0,0,7,7,0,0,похвальная грамота,honourable mention,Кировская область,Kirov region,43.0,МОУ Кировский Физико-математический лицей
98,10,2009,20,6,0,7,0,7,0,0,0,похвальная грамота,honourable mention,Ивановская область,Ivanovo region,37.0,МОУ Лицей №33
99,10,2009,19,5,0,0,0,7,7,0,0,похвальная грамота,honourable mention,Алтайский край,Altai region,22.0,МОУ СОШ №100
100,10,2009,16,7,0,0,3,6,0,0,0,участник,participant,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
101,10,2009,15,0,0,7,0,0,5,3,0,участник,participant,Мурманская область,Murmansk region,51.0,МОУ Гимназия №1
102,10,2009,14,7,0,0,0,7,0,0,0,участник,participant,Пермский край,Perm,59.0,"МОУ СОШ №146 с углубленным изучением математики, физики, информатики"
103,10,2009,14,7,6,0,0,0,1,0,0,участник,participant,Республика Башкортостан,Republic of Bashkortostan,2.0,МОУ СОШ №68
104,10,2009,14,3,6,0,0,0,5,0,0,участник,participant,Белгородская область,Belgorod region,31.0,МОУ Лицей №38
105,10,2009,13,5,0,0,0,7,1,0,0,участник,participant,Омская область,Omsk region,55.0,МОУ Лицей №64
106,10,2009,13,0,7,0,0,5,1,0,0,участник,participant,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
107,10,2009,10,7,0,1,0,0,2,0,0,участник,participant,Архангельская область,Arkhangelsk region,29.0,МОУ Лицей №17
108,10,2009,9,0,0,0,0,7,2,0,0,участник,participant,Кемеровская область,Kemerovo region,42.0,МОУ Лицей №57
109,10,2009,8,6,0,0,0,0,2,0,0,участник,participant,Ростовская область,Rostov region,61.0,НОУ Экономический лицей
110,10,2009,8,7,0,0,0,0,1,0,0,участник,participant,Республика Чувашия,Chuvash Republic,21.0,МОУ Гимназия №1
111,10,2009,7,0,0,0,0,7,0,0,0,участник,participant,Камчатский край,Kamchatka Krai,41.0,МОУ СОШ №33 с углубленным изучением отдельных предметов
112,10,2009,7,0,0,0,0,7,0,0,0,участник,participant,Нижегородская область,Nizhny Novgorod Region,52.0,МОУ Лицей
113,10,2009,7,5,0,0,0,1,1,0,0,участник,participant,Ярославская область,Yaroslavl region,76.0,МОУ СОШ №58 с углубленным изучением предметов естественно-математического цикла
114,10,2009,7,0,7,0,0,0,0,0,0,участник,participant,Алтайский край,Altai region,22.0,МОУ СОШ №100
115,10,2009,7,0,7,0,0,0,0,0,0,участник,participant,Республика Адыгея,Republic of Adygea,1.0,МОУ Гимназия №5
116,10,2009,5,4,0,1,0,0,0,0,0,участник,participant,Ханты-Мансийский АО,Khanty-Mansiysk,86.0,БУОО ХМАО Югры ЮФМ Лицей-интернат
117,10,2009,4,0,0,0,0,3,1,0,0,участник,participant,Республика Коми,Komi Republic,11.0,ГО ШИ Коми республиканский физико-математический лицей-интернат
118,10,2009,2,0,0,0,0,0,0,2,0,участник,participant,Республика Северная Осетия - Алания,Republic of North Ossetia - Alania,15.0,Респ. физико-математический лицей-интернат
119,10,2009,2,1,0,0,0,1,0,0,0,участник,participant,Белгородская область,Belgorod region,31.0,"НОУ Гимназия ""Альтернатива"""
120,10,2009,2,0,0,2,0,0,0,0,0,участник,participant,Волгоградская область,Volgograd region,34.0,МОУ СОШ №30 им.С.Р.Медведева с углубленным изучением отдельных предметов
121,10,2009,2,0,0,1,0,1,0,0,0,участник,participant,Хабаровский край,Khabarovsk region,27.0,МОУ Лицей инновационных технологий
122,10,2009,1,0,0,0,0,0,1,0,0,участник,participant,Брянская область,Bryansk region,32.0,МОУ Гимназия №1
123,10,2009,1,0,0,0,0,0,1,0,0,участник,participant,Новгородская область,Novgorod region,53.0,МОУ Гимназия №2
124,10,2009,1,1,0,0,0,0,0,0,0,участник,participant,Воронежская область,Voronezh region,36.0,МОУ Гимназия им.академика Н.Г.Басова
125,10,2009,1,0,0,0,0,0,1,0,0,участник,participant,Красноярский край,Krasnoyarsk region,24.0,МОУ СОШ №145
126,10,2009,1,1,0,0,0,0,0,0,0,участник,participant,Республика Карелия,The Republic of Karelia,10.0,МОУ Университетский лицей
127,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Сахалинская область,Sakhalin region,65.0,МОУ СОШ №17 с углубленным изучением математики
128,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Тамбовская область,Tambov Region,68.0,МОУ Лицей №6
129,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Ставропольский край,Stavropol region,26.0,МОУ Лицей №1
130,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Оренбургская область,Orenburg region,56.0,МОУ Гимназия №1
131,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Республика Мордовия,The Republic of Mordovia,13.0,МОУ Лицей №4
132,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Свердловская область,Sverdlovsk region,66.0,МОУ Гимназия имени Н.Д.Лицмана
133,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Республика Хакасия,The Republic of Khakassia,19.0,МОУ СОШ №19 с углубленным изучением отдельных предметов
134,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Республика Дагестан,The Republic of Dagestan,5.0,ГОУ Лицей
135,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Рязанская область,Ryazan Oblast,62.0,МОУ Лицей №4
136,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Ямало-Ненецкий АО,Yamalo-Nenets Autonomous Okrug,89.0,МОУ Гимназия №18
137,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Владимирская область,Vladimir region,33.0,МОУ Гимназия №35
138,10,2009,0,0,0,0,0,0,0,0,0,участник,participant,Республика Хакасия,The Republic of Khakassia,19.0,РГОУ Хакасская национальная гимназия–интернат им. Н.Ф. Катанова
139,11,2009,55,7,7,7,7,7,7,7,6,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
140,11,2009,55,7,7,7,7,7,7,7,6,победитель,winner,Белгородская область,Belgorod region,31.0,МОУ Лицей №38
141,11,2009,49,7,7,7,0,7,7,7,7,победитель,winner,Нижегородская область,Nizhny Novgorod Region,52.0,МОУ СОШ №2 с углублённым изучением предметов физико-математического цикла
142,11,2009,49,7,7,7,0,7,7,7,7,победитель,winner,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Лицей им.Н.И.Лобачевского при КГУ
143,11,2009,48,7,7,7,0,7,7,6,7,победитель,winner,Челябинская область,Chelyabinsk region,74.0,МОУ Гимназия №127
144,11,2009,45,7,7,7,1,7,2,7,7,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Гимназия №261
145,11,2009,43,7,7,7,7,0,7,1,7,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
146,11,2009,42,7,7,7,0,7,7,7,0,призер,prize-winner,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
147,11,2009,42,7,7,7,0,7,7,7,0,призер,prize-winner,Нижегородская область,Nizhny Novgorod Region,52.0,"МОУ Лицей №165 имени 65-летия ""ГАЗ"""
148,11,2009,42,7,7,7,0,7,7,0,7,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
149,11,2009,42,7,7,7,0,7,7,7,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"""
150,11,2009,41,7,6,7,0,7,7,7,0,призер,prize-winner,Иркутская область,Irkutsk region,38.0,МОУ Гимназия №25
151,11,2009,41,7,7,0,7,7,7,6,0,призер,prize-winner,Кировская область,Kirov region,43.0,МОУ Кировский Физико-математический лицей
152,11,2009,40,7,7,0,0,7,7,7,5,призер,prize-winner,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
153,11,2009,36,7,7,0,0,7,7,7,1,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
154,11,2009,36,7,7,0,0,7,7,1,7,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Центр образования ""Технологии обучения"""
155,11,2009,35,7,7,0,0,7,7,7,0,призер,prize-winner,Пермский край,Perm,59.0,"МОУ СОШ №146 с углубленным изучением математики, физики, информатики"
156,11,2009,35,7,7,0,0,7,7,7,0,призер,prize-winner,Омская область,Omsk region,55.0,МОУ Лицей №64
157,11,2009,35,7,7,0,0,7,7,7,0,призер,prize-winner,Удмуртская Республика,Udmurt republic,18.0,МОУ Экономическо-математический лицей №29
158,11,2009,35,7,7,0,0,7,7,7,0,призер,prize-winner,Томская область,Tomsk region,70.0,"МОУ Лицей при ТПУ ""Томский политехнический университет"""
159,11,2009,35,7,7,7,0,7,7,0,0,призер,prize-winner,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
160,11,2009,34,7,7,0,0,7,7,6,0,призер,prize-winner,Республика Адыгея,Republic of Adygea,1.0,МОУ Гимназия №22
161,11,2009,34,7,7,0,0,7,7,6,0,призер,prize-winner,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
162,11,2009,34,7,6,0,0,7,7,7,0,призер,prize-winner,Республика Башкортостан,Republic of Bashkortostan,2.0,МОУ СОШ №42 с углубленным изучением отдельных предметов
163,11,2009,34,7,7,7,0,6,7,0,0,призер,prize-winner,Краснодарский край,Krasnodar region,23.0,МОУ СОШ №73
164,11,2009,34,6,7,0,0,7,7,7,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
165,11,2009,33,7,4,0,7,0,7,1,7,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Воробьевы горы"" №1525"
166,11,2009,32,7,7,0,0,7,4,7,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Лицей №533
167,11,2009,29,7,7,0,0,7,7,1,0,призер,prize-winner,Брянская область,Bryansk region,32.0,МОУ Гимназия №1
168,11,2009,29,7,7,0,0,7,7,1,0,призер,prize-winner,Курганская область,Kurgan region,45.0,МОУ Гимназия №19
169,11,2009,29,7,7,0,0,7,7,1,0,призер,prize-winner,Кировская область,Kirov region,43.0,МОУ Кировский Физико-математический лицей
170,11,2009,29,7,1,0,0,7,7,7,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Физико-математический лицей №239
171,11,2009,29,7,1,7,0,7,7,0,0,призер,prize-winner,Пермский край,Perm,59.0,"МОУ СОШ №146 с углубленным изучением математики, физики, информатики"
172,11,2009,29,7,7,0,0,7,7,1,0,призер,prize-winner,Пермский край,Perm,59.0,"МОУ СОШ №146 с углубленным изучением математики, физики, информатики"
173,11,2009,29,7,7,0,0,7,7,1,0,призер,prize-winner,Республика Чувашия,Chuvash Republic,21.0,МОУ Лицей №3
174,11,2009,28,7,7,0,0,7,7,0,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ Лицей №533
175,11,2009,28,7,7,0,0,7,7,0,0,призер,prize-winner,Московская область,Moscow region,50.0,МОУ Гимназия №1
176,11,2009,28,7,7,0,0,7,7,0,0,призер,prize-winner,Костромская область,Kostroma region,44.0,МОУ СОШ №3
177,11,2009,28,7,7,0,0,7,7,0,0,призер,prize-winner,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,ГНОУ лицей-интернат «Республиканский лицей»
178,11,2009,28,7,7,7,0,6,0,1,0,призер,prize-winner,Калужская область,Kaluga region,40.0,МОУ СОШ №6 им.А.С.Пушкина
179,11,2009,28,7,0,7,0,7,7,0,0,призер,prize-winner,Саратовская область,Saratov region,64.0,МОУ Физико-технический лицей №1
180,11,2009,28,7,7,0,0,7,7,0,0,призер,prize-winner,Республика Адыгея,Republic of Adygea,1.0,МОУ Гимназия №22
181,11,2009,28,7,7,0,0,7,7,0,0,призер,prize-winner,Ленинградская область,Leningrad region,47.0,МОУ Гатчинский лицей №3
182,11,2009,27,7,6,0,0,7,7,0,0,призер,prize-winner,Республика Марий Эл,Mari El Republic,12.0,МОУ СОШ №20
183,11,2009,26,7,0,0,0,6,7,6,0,призер,prize-winner,Ярославская область,Yaroslavl region,76.0,МОУ СОШ №33 им.К.Маркса с углубленным изучением математики
184,11,2009,23,7,7,0,0,7,2,0,0,похвальная грамота,honourable mention,Хабаровский край,Khabarovsk region,27.0,МОУ Лицей №1
185,11,2009,22,7,4,0,0,7,4,0,0,похвальная грамота,honourable mention,Новосибирская область,Novosibirsk region,54.0,СУНЦ Новосибирского государственного университета
186,11,2009,21,7,0,0,0,7,7,0,0,похвальная грамота,honourable mention,Республика Коми,Komi Republic,11.0,ГО ШИ Коми республиканский физико-математический лицей-интернат
187,11,2009,21,7,0,0,0,7,7,0,0,похвальная грамота,honourable mention,Свердловская область,Sverdlovsk region,66.0,МОУ Гимназия №9
188,11,2009,21,7,7,0,0,7,0,0,0,похвальная грамота,honourable mention,Приморский край,Primorsky Krai,25.0,ГОУ ВПО Владивостокский государственный университет экономики и сервиса ОШИС ОО ОД
189,11,2009,21,7,0,0,0,7,7,0,0,похвальная грамота,honourable mention,Алтайский край,Altai region,22.0,МОУ Лицей №124
190,11,2009,20,7,0,0,0,7,6,0,0,похвальная грамота,honourable mention,Москва,Moscow,77.0,СУНЦ им.А.Н.Колмогорова МГУ
191,11,2009,18,7,2,0,0,7,2,0,0,участник,participant,Самарская область,Samara Region,63.0,ГОУ СОФМШИ
192,11,2009,17,6,2,0,0,7,2,0,0,участник,participant,Пермский край,Perm,59.0,МОУ СОШ №9 им.А.С.Пушкина с углубленным изучением предметов физико-математического циклов
193,11,2009,17,7,0,0,0,6,4,0,0,участник,participant,Ханты-Мансийский АО,Khanty-Mansiysk,86.0,МОУ Лицей
194,11,2009,16,7,0,0,0,7,2,0,0,участник,participant,Красноярский край,Krasnoyarsk region,24.0,МОУ Гимназия №10
195,11,2009,16,7,0,0,0,7,2,0,0,участник,participant,Рязанская область,Ryazan Oblast,62.0,МОУ Лицей №4
